Agent_name,word,frequency
Zachary Collins,calling,1
Tammy Garcia,calling,1
Steven Wilson,calling,1
Richard Smith,calling,1
Rhonda Martin DVM,calling,1
Patricia Moore,calling,1
Mary Powell,calling,1
Kristine Banks,calling,1
Kimberly Medina,calling,1
Cathy Harris,calls,1
Christine Castro,calls,1
Tina Garza,calm,1
Douglas Savage,calls,1
Mrs. Jennifer Stone,calm,1
Daniel Woods,calm,1
Ashley Dunlap,calm,1
Katherine Kirby,callwasted,1
Victor Rivera,calls,1
Travis Gardner,calls,1
Teresa Nolan,calls,1
Stephanie Neal,calls,1
Scott Pierce,calls,1
Russell Ramsey,calls,1
Robert Oneal,calls,1
Olivia Nguyen,calls,1
Mikayla Wright,calls,1
Michael Hart,calls,1
Melinda Mills,calls,1
Kimberly Medina,calls,1
Elizabeth Rose,calls,1
Lisa Lawrence,cancel,1
Mario Terrell,cancel,1
Thomas White,boy,1
Robert Elliott,cancelled,1
Renee Lucas,cancelled,1
Rachel Green,cancelled,1
Rachel Avila,cancelled,1
Ms. Karen Moore,cancelled,1
Michael Thomas,cancelled,1
Michael Miles,cancelled,1
Michael Brady,cancelled,1
Melissa Russell,cancelled,1
Matthew Calderon,cancelled,1
Marie Acosta,cancelled,1
Lisa Lawrence,cancelled,1
Lauren Dominguez,cancelled,1
Kristen Olson,cancelled,1
Kim Barnes,cancelled,1
Kayla Martin,cancelled,1
Jose Pruitt,cancelled,1
Jon Moore,cancelled,1
Richard Smith,cancelled,1
Timothy Grant,cancelled,1
Jennifer Lewis,cancelled,1
Timothy Huff,cancelled,1
Nichole Price,capabilities,1
Michael Larson,capabilities,1
Bruce Smith,candidates,1
Richard Oconnor,candidate,1
Bobby Rodriguez,candid,1
Brandon Young,cancled,1
Madison Flores,cancil,1
Joshua Christensen,cancels,1
Jasmin Rasmussen,cancels,1
Charlotte Jacobs,cancels,1
Angela Carlson,cancels,1
Samantha Warner,cancelling,1
Logan Barnett,cancelling,1
Joshua Ortiz,cancelling,1
Brian Barrera,cancelling,1
Jennifer Morales,cancelledyour,1
William Little MD,cancelled,1
Jeremy Little,cancelled,1
Jennifer Jones,cancelled,1
Mary Ross,cancel,1
John Bailey,canceled,1
Elijah Hoffman,canceled,1
David Taylor,canceled,1
Courtney Richardson,canceled,1
Carolyn Norman,canceled,1
Amy Mendez,canceled,1
Joshua Christensen,cancelation,1
William Little MD,cancel,1
Savannah Keller,cancel,1
Samuel Ramos,cancel,1
Renee Lucas,cancel,1
Rebecca Walker,cancel,1
Rachel Green,cancel,1
Paul Johnson,cancel,1
Olivia Villa,cancel,1
Nathan Young,cancel,1
Monique Graham,cancel,1
Michael Miller,cancel,1
Jennifer Martinez,canceled,1
John Jones,canceled,1
Ian Hall,cancelled,1
Laura Allen,canceled,1
Herbert Rodriguez,cancelled,1
Eric Bowen,cancelled,1
Donna Miller,cancelled,1
Charlotte Jacobs,cancelled,1
Chad Nielsen,cancelled,1
Brandy Foley,cancelled,1
Brandon Leon,cancelled,1
Blake Davis,cancelled,1
Andrea Wilkerson,cancelled,1
Mrs. Sandra Johnson,cancellation,1
Laura Smith,cancellation,1
Craig Gonzales,cancellation,1
Brandon Escobar,cancell,1
Rachel Parker,canceling,1
Joshua Christensen,canceling,1
Daniel Martin,canceling,1
Tammy Garcia,canceled,1
Kenneth Ramos,calling,1
Kayla Martin,calling,1
Joshua Stewart,calling,1
Matthew Callahan,brought,1
Mr. Albert Clark DDS,brother,1
Mario Simpson,brother,1
Jessica Jones,brother,1
Jennifer Lewis,brother,1
Jacob Arnold,brother,1
Edward Taylor,brother,1
Carmen Lyons,broo,1
Jennifer Duke,brokerage,1
John Miller,broken,1
Emily Sharp,broken,1
Christopher Mcintosh,broken,1
Mr. Albert Clark DDS,brock,1
Stephen Foster,broblem,1
Brenda Suarez,bro,1
Anita Harris,bro,1
Tony Jones,bring,1
Samuel Blankenship,bring,1
Holly King,brought,1
Michelle Cunningham,brought,1
Michael Morton,bring,1
Scott Pierce,brown,1
Daniel Martin,business,1
Brandy Shea,business,1
Kevin Ramos,bus,1
Lawrence Phillips,bulsit,1
Joe Walls,bullshitting,1
Patty Gutierrez,bullshit,1
Joe Walls,bullshit,1
David Rojas,bulls,1
Matthew Reynolds,bull,1
Anthony Shaffer,bug,1
Shirley Hayden,buds,1
Carolyn Sullivan,buddy,1
Alexander Mata,buck,1
Matthew Lambert,bu,1
Jaclyn Fields,bt,1
Brenda Suarez,bt,1
Patrick Shelton,bs,1
Nicholas Mata,bring,1
James Barr,bring,1
Joshua Day,calling,1
Michele Roberts,brand,1
Lisa Lawrence,brand,1
Kenneth Wilson,brand,1
Juan Moore,brand,1
James Chung,brand,1
Jacob Hester,brand,1
Christine Castro,brand,1
Bruce Banks,brand,1
Brandy Odonnell,brand,1
Adriana Adams,brand,1
Adam Hammond,bqz,1
Frederick Cook,bp,1
Elizabeth Garcia,boys,1
Carla Burke,boys,1
Jesse Blevins,boycott,1
Jeremy George,boycott,1
Tyler Miller,boy,1
Timothy Butler,boy,1
Mary Ross,brand,1
Nathan Nguyen,brand,1
Carlos Curtis,bring,1
Nicholas Wright,brand,1
Rose Moore,brilliant,1
Nathan Nguyen,brilliant,1
Katherine Simpson,brilliant,1
Jason Osborn,brilliant,1
Eric Dunn MD,brilliant,1
Stacey Miller,bright,1
Christopher Moore Jr.,bright,1
Samuel Ramos,briefly,1
Thomas Lewis,breath,1
Roy Lynch,breaking,1
Michael Larson,break,1
Linda Foster,breach,1
Steven Buckley,brand,1
Sean Williams,brand,1
Ruben Horton,brand,1
Roy Lynch,brand,1
Rhonda Martin DVM,brand,1
Jacob Hester,business,1
Nathan Nguyen,business,1
Adam Hernandez,busy,1
Misty Castillo,called,1
Michael Torres,called,1
Melissa Nelson,called,1
Melinda Allen,called,1
Mary Johnston,called,1
Luke Schultz,called,1
Lisa Singleton,called,1
Lawrence Phillips,called,1
Laura Beck,called,1
Kathryn Vasquez,called,1
Jordan Wilson,called,1
Jessica Powell,called,1
Jennifer Morales,called,1
Ian Hall,called,1
Frederick Cook,called,1
Elizabeth Reid,called,1
Dylan Stevens,called,1
Bruce Smith,called,1
Michelle Whitehead,called,1
Ms. Karen Moore,called,1
Andrea Wilkerson,busy,1
Nathan Nguyen,called,1
Jeremy Bates,calling,1
Donna Lee,calling,1
Darren Watson,calling,1
Daniel Martin,calling,1
Brian Wall,calling,1
Brandon Martin,calling,1
Ashley Espinoza,calling,1
Andrea Peterson,calling,1
Tina Carroll,caller,1
Wendy Taylor,called,1
Scott Scott,called,1
Savannah Keller,called,1
Sarah Murray,called,1
Robert Smith,called,1
Renee Lucas,called,1
Rachel Avila,called,1
Nicholas Wright,called,1
Jessica Daugherty,callback,1
Connor Jackson,callback,1
Veronica Anderson,calculator,1
Peter Thomas,cal,1
Joshua Ortiz,buy,1
John Miller,buy,1
Jaime Henderson,buy,1
Darren Watson,buy,1
Danny Li,buy,1
Daniel Ball,buy,1
Ann English,buy,1
Angela Carlson,buy,1
Adam Barnett,buy,1
Tracy Weaver,button,1
Michelle Larson,button,1
Thomas Martin,butthis,1
Whitney Wheeler,busy,1
Tanner Snyder,busy,1
Steven Wall,busy,1
Janet Shea,busy,1
Brittany Nunez,busy,1
Misty Castillo,buy,1
Nathan Nguyen,buy,1
Seth Williamson,buy,1
Joshua Greene,buzzing,1
Elizabeth Reid,cal,1
Kevin Cook,cable,1
Cody Perez,ca,1
Joseph Harris,bzc,1
Tracey Malone,bye,1
Mark Lucas,bye,1
Angela Harris,bycycle,1
Tracey Malone,buying,1
Susan Salazar,buy,1
Nathan Young,buying,1
Lisa Brennan,buying,1
Julie Mahoney,buying,1
Joshua Stewart,buying,1
Ashley Rush,buying,1
Timothy Henry,buyers,1
Kevin Lane,buyers,1
Savannah Keller,experience,1
Scott Chang,experience,1
Scott Murphy,experience,1
Brandon Martin,kahi,1
William Carey DVM,kafi,1
Elizabeth Garcia,kafi,1
Stephanie Neal,kadir,1
Lance Case,ka,1
Kevin Ramos,ka,1
Brian Wall,justify,1
Sarah Keller,justified,1
Tristan Holt,just,1
Travis Gardner,just,1
Timothy Huber,just,1
Thomas Martin,just,1
Thomas Lewis,just,1
Teresa Gilbert,just,1
Tammy Garcia,just,1
Susan Salazar,just,1
Steven Fox,just,1
Shirley Hayden,just,1
Dalton Oneal,kaha,1
Matthew Callahan,kar,1
Ryan Thompson,just,1
Patrick Shelton,kar,1
Kimberly Medina,keeping,1
Elizabeth Macias,keeping,1
Victoria Collins,keen,1
Peter Thomas,ke,1
Melissa Nelson,ke,1
Laura Beck,ke,1
Natasha Hunter,karo,1
Daniel Ball,karnataka,1
Natasha Hunter,karn,1
William Carey DVM,karke,1
Teresa Gilbert,karke,1
Jennifer Vazquez,karke,1
David Perez,karke,1
Matthew Callahan,karen,1
Veronica Howell,kare,1
Miss Patricia Mack DDS,kare,1
Robert Lewis,karaya,1
Scott Scott,just,1
Russell Lee,just,1
Andrea Peterson,keeps,1
Karen Schultz,just,1
Joshua Ortiz,just,1
John Mccall,just,1
Joe Chapman,just,1
Joanna Wright,just,1
Jennifer Lewis,just,1
Jason Park,just,1
Jason Glover,just,1
James Ford,just,1
Jacqueline Santiago,just,1
Heidi Blackwell,just,1
Diana Terry,just,1
Dennis Miller,just,1
Debra Brown,just,1
Dawn Copeland,just,1
Connor Jackson,just,1
Claudia Massey,just,1
Christina Bolton,just,1
Juan Moore,just,1
Kayla Martin,just,1
Robert Smith,just,1
Kayla Wilson,just,1
Patty Gutierrez,just,1
Olivia Nguyen,just,1
Nicholas Wright,just,1
Nicholas Payne,just,1
Nathan Young,just,1
Nathan Nguyen,just,1
Mrs. Kimberly Daniels,just,1
Miss Patricia Mack DDS,just,1
Mikayla Wright,just,1
Michael Scott,just,1
Melvin Pace,just,1
Melissa Spence,just,1
Matthew White PhD,just,1
Mark Lucas,just,1
Mario Terrell,just,1
Marc Roberts,just,1
Lisa Osborne,just,1
Stacey Miller,keeping,1
Daniel Davis,keeps,1
Brett Smith,just,1
David Guerra,kindly,1
Ashley Hamilton,kindly,1
Allison Wheeler,kindly,1
William Hall,kind,1
Virginia Diaz,kind,1
Travis Gardner,kind,1
Terri Carr,kind,1
Stephanie Stewart,kind,1
Stephanie Johnson,kind,1
Stacey Miller,kind,1
Shannon Hudson,kind,1
Samuel Hanson,kind,1
Rachel Green,kind,1
Nichole Price,kind,1
Nathaniel Smith,kind,1
Matthew Miller,kind,1
Kristin Beasley,kind,1
Kelsey Massey,kind,1
Claudia Massey,kindly,1
Elijah Henderson,kindly,1
Kathryn Vasquez,kind,1
Elizabeth Mills,kindly,1
Patricia Moore,king,1
Lawrence Phillips,king,1
Kenneth Lara,kindness,1
Jon Moore,kindness,1
Timothy Grant,kindly,1
Tammy Mcneil,kindly,1
Sheila Collins,kindly,1
Renee Lucas,kindly,1
Noah Chase,kindly,1
Michele Roberts,kindly,1
Maria West,kindly,1
Kimberly Medina,kindly,1
Kayla Wilson,kindly,1
Kathy Strong,kindly,1
Jason Glover,kindly,1
Jasmine Reed,kindly,1
Eric Bowen,kindly,1
Katrina Mendoza,kind,1
John Adkins,kind,1
James Blackwell,keeps,1
Angela Reid,ki,1
Kevin Ramos,khte,1
Patricia Moore,kgs,1
Wendy Taylor,kg,1
Courtney Richardson,kg,1
Brian Wall,key,1
Tina Harrington,kept,1
Mark Vasquez,kept,1
Lindsay Ward,kept,1
James Ford,kept,1
Elizabeth Garcia,kept,1
Elijah Hoffman,kept,1
Debra Hanson,kept,1
Connor Jackson,kept,1
Anthony Smith,kept,1
Amy Burke,kep,1
Victoria Butler,keeps,1
Robert Smith,keeps,1
Allison Wheeler,ki,1
Brandon Martin,ki,1
Jessica Daugherty,kind,1
Patrick Shelton,ki,1
Jennifer May,kind,1
Jennifer Hernandez,kind,1
James Abbott,kind,1
Diana Dudley,kind,1
David Rojas,kind,1
Darren Watson,kind,1
Daniel Simon,kind,1
Christopher Jones,kind,1
Chad Wells,kind,1
Catherine Baird,kind,1
Brian Mcguire,kind,1
Brandy Shea,kind,1
Brandy Odonnell,kind,1
Amanda Proctor,kind,1
Adam Hammond,kind,1
Connor Jackson,killed,1
Craig Hall,kick,1
Bruce Smith,just,1
Brandon Young,just,1
Kenneth Ramos,kitchen,1
Michael Ruiz,items,1
Mark Lucas,items,1
Kristine Banks,items,1
Kimberly Medina,items,1
Jorge Williams,items,1
Jessica Henderson,items,1
Darren Watson,items,1
Cindy Stewart,items,1
Carlos Curtis,items,1
Aaron Edwards,items,1
Tina Garza,item,1
Thomas Blair,item,1
Shelley Watson,item,1
Shawn Rose,item,1
Savannah Keller,item,1
Sarah Keller,item,1
Sarah Gutierrez,item,1
Robert Miranda,item,1
Michael Larson,items,1
Mike Fields,items,1
Nicole Green,item,1
Noah Chase,items,1
Ann English,it闁肩儤甯,1
Nathaniel Smith,it闁剧粯娲濋崝鍛存嚇閻,1
John Richardson,itthanks,1
Carolyn Norman,itslef,1
Allison Wheeler,itni,1
Patrick Shelton,itna,1
Virginia Mccormick,items,1
Travis Gardner,items,1
Tina Garza,items,1
Sierra Walker DDS,items,1
Shelley Watson,items,1
Sheena Williams,items,1
Shawn Rose,items,1
Seth Williamson,items,1
Samuel Hanson,items,1
Robert Miranda,items,1
Paul Roach,items,1
Robert Lewis,item,1
Nicole Chavez,item,1
Lauren Dominguez,it闁肩儤甯,1
Courtney Richardson,item,1
Carla Burke,item,1
Brenda Gillespie,item,1
Brandon Escobar,item,1
Anthony Diaz,item,1
Angela Reid,item,1
Allen Bowers,item,1
Adriana Adams,item,1
Aaron Edwards,item,1
Brandy Foley,isuue,1
Theresa Moore,isue,1
Meghan Holmes,istant,1
Kathy Strong,issuse,1
Alexis Campbell,issuethanks,1
Amy Mendez,issuethank,1
Mrs. Jennifer Stone,issuesvery,1
Ann English,issuesevery,1
Jacqueline Meadows,issuesand,1
Claudia Massey,item,1
Daniel Martin,item,1
Nathan Nguyen,item,1
David Rojas,item,1
Natalie Gonzales,item,1
Nancy Baker,item,1
Michelle Moore,item,1
Michele Roberts,item,1
Kimberly Oliver,item,1
Kimberly Browning,item,1
Kim Barnes,item,1
Kevin Lane,item,1
Julie Hart,item,1
Jessica Sanders,item,1
Jasmine Reed,item,1
Jaime Henderson,item,1
Ian Hall,item,1
Elizabeth Garcia,item,1
David Williamson,item,1
David Todd,item,1
David Taylor,item,1
Elizabeth Reid,it闁肩儤甯,1
Richard Smith,it闁肩儤甯,1
Blake Davis,just,1
Kevin Ramos,july,1
Darren Hoffman,july,1
Adriana Adams,july,1
Nicole Chavez,journy,1
Richard Oconnor,joke,1
William Carey DVM,job,1
Virginia Lane,job,1
Tyler Miller,job,1
Thomas Lewis,job,1
Stacey Clark,job,1
Robert Lara,job,1
Peter Lawrence,job,1
Paul Montgomery,job,1
Mary Powell,job,1
Mark Gonzalez,job,1
Kristina Gutierrez,job,1
Karen Vasquez,job,1
Justin Williamson,job,1
Jennifer Cox,july,1
Laura Gonzales,july,1
Jorge Ingram,job,1
Michele Roberts,july,1
Austin Gregory,just,1
Anthony Smith,just,1
Anthony Moss,just,1
Anthony Kerr,just,1
Anna Thompson,just,1
Andrea Wilkerson,just,1
Andre Hunter,just,1
Amber Brown,just,1
Allison Wheeler,just,1
Adam Hernandez,just,1
Adam Hammond,just,1
John Gordon,junk,1
Marcus Lynch,juniors,1
Sarah Keller,junior,1
Samuel Blankenship,junior,1
Carla Burke,junior,1
Tony Jones,july,1
Julie Williams,job,1
John Wells,job,1
Cindy Kerr,i闁肩儤甯,1
Elizabeth Garcia,jinke,1
Heidi Blackwell,ji,1
Brandy Foley,ji,1
Amy Berry,ji,1
Sarah Gutierrez,jeeves,1
Gregory Robinson,jee,1
Samuel Blankenship,jayega,1
Dalton Oneal,jayega,1
Brandon Martin,jayega,1
Elizabeth Garcia,jaye,1
Patrick Shelton,jate,1
Rebecca James,jas,1
Margaret Prince,jan,1
James Chung,jam,1
Angela Reid,jaise,1
Brandon Martin,jab,1
Angela Carlson,jab,1
David Perez,jaati,1
Joseph Harper,ji,1
Melissa Spence,jio,1
John Barrett,job,1
Elizabeth Garcia,jiske,1
John Adkins,job,1
Jessica Wright,job,1
Garrett Parker,job,1
Fred Newman,job,1
Debra Brown,job,1
Dawn Boyd,job,1
David Taylor,job,1
Cynthia Sheppard,job,1
Christopher Dean,job,1
Charles Moore,job,1
Bonnie Durham,job,1
Ashley Edwards,job,1
Anthony Shaffer,job,1
Ann English,job,1
Amy Vazquez,job,1
Elizabeth Garcia,jo,1
David Perez,jo,1
Jeff Lowery,kirtiishe,1
Emily Mckenzie,kiya,1
Christine Castro,like,1
Joshua Ortiz,later,1
Janet Shea,later,1
Jamie Smith,later,1
James Chung,later,1
Cody Perez,later,1
Brian Koch,later,1
Brandy Foley,later,1
Brandon Goodwin,later,1
Sarah Watts,late,1
Robert Elliott,late,1
Patrick Lee Jr.,late,1
Michael Rodriguez,late,1
Matthew Lambert,late,1
Lisa Osborne,late,1
Laura Patel,late,1
Carla Burke,late,1
Michael Olsen,lasted,1
Morgan Zavala,laptop,1
Joshua Franklin,later,1
Michael Torres,later,1
Julie Mahoney,laptop,1
Nathan Young,later,1
Ashley Rush,learn,1
Daniel Davis,leaps,1
Bethany Lee,leakaging,1
Sarah Keller,leading,1
Kevin Ramos,le,1
Victor Rivera,lazy,1
Margaret Prince,lazy,1
John Oneill,lazy,1
John Joseph,lazy,1
Mrs. Sandra Johnson,law,1
Laurie Wilson,laughing,1
Brandy Odonnell,latest,1
Virginia Caldwell,later,1
Taylor Harvey,later,1
Sharon Stephenson,later,1
Ricky Berger,later,1
Rebecca James,later,1
Mary Ross,laptop,1
Rachel Barnes,lapses,1
Joe Walls,learn,1
Wendy Taylor,lam,1
Jaime Henderson,lakhs,1
Angela Reid,lagate,1
Peter Thomas,laga,1
Jennifer Vazquez,laga,1
William Hall,lady,1
Travis Gardner,lady,1
Stephen Palmer,lady,1
Mike Fields,lady,1
Linda Murray,lady,1
Kevin Lane,lady,1
Katrina Mendoza,lady,1
James Tran,lady,1
James Ford,lady,1
James Barr,lady,1
Edward Perez,lady,1
Carolyn Norman,lady,1
Rhonda Sullivan,lack,1
Roy Lynch,laking,1
Matthew White PhD,languag,1
Fred Newman,languagethanks,1
Amanda Sloan,language,1
Matthew Miller,languageshe,1
Tommy Davies,language,1
Tamara Washington,language,1
Shirley Hayden,language,1
Sheri Hood,language,1
Ruben Horton,language,1
Michelle Hart,language,1
Michael Ruiz,language,1
Michael Olsen,language,1
Joseph Brown,language,1
Jessica Williams,language,1
James Lopez,language,1
James Blevins,language,1
Diana White,language,1
Daniel May,language,1
Christopher Lang,language,1
Anthony Hancock,language,1
Daniel Murphy,learn,1
Sean Olson,learn,1
Melissa Spence,lack,1
Matthew Lambert,lifetime,1
Mrs. Sandra Johnson,life,1
Mr. Nathaniel Smith,life,1
Melissa Mcclain MD,life,1
Joshua Christensen,life,1
Andrea Conley,life,1
Amber Brown,life,1
Alexis Campbell,lies,1
Christina Chavez,lied,1
Kristen Olson,lie,1
Sydney Taylor,libas,1
Dawn Porter,liability,1
Matthew Reynolds,lg,1
Angela Carlson,lg,1
Donna Jenkins,levels,1
Travis Gardner,level,1
Timothy Johnson,level,1
Renee Lucas,level,1
Shannon Hudson,life,1
Susan Cook,lik,1
Matthew Lambert,level,1
Adam Hernandez,like,1
Charles Huff,like,1
Carlos Curtis,like,1
Bruce Smith,like,1
Brianna Brown PhD,like,1
Brandy Shea,like,1
Brandy Odonnell,like,1
Bonnie Durham,like,1
Bethany Lee,like,1
Belinda Landry,like,1
Austin Gregory,like,1
Anthony Shaffer,like,1
Anthony Kerr,like,1
Anthony Hancock,like,1
Andrea Rasmussen,like,1
Amy Gonzalez,like,1
Amy Calderon,like,1
Alan Davies,like,1
Melissa Spence,level,1
Laura Patel,level,1
Brandon Leon,leave,1
Timothy Henry,length,1
Sarah Keller,legal,1
Wendy Taylor,left,1
Savannah Keller,left,1
Peter Lawrence,left,1
Nicole Miranda,left,1
Nathan Nguyen,left,1
Mrs. Sandra Johnson,left,1
Michelle Larson,left,1
John Bailey,left,1
Jacob Hester,left,1
Chad Wells,left,1
Andrea Rasmussen,left,1
Alexandra Harris,left,1
Lisa Wilson,leaving,1
Blake Davis,leaving,1
Lawrence Phillips,leave,1
Kathryn Vasquez,leave,1
Tony Jones,legal,1
Virginia Diaz,lenient,1
Karen Vasquez,level,1
Julie Mahoney,lenovo,1
Jacob Hester,level,1
Donna Jenkins,level,1
Anthony Hancock,level,1
Timothy Huber,letting,1
Christopher Schneider,letting,1
Deborah Smith,letter,1
Ann English,letter,1
Kevin Ramos,lete,1
Tammy Cochran,let,1
Steve Washington,let,1
Rhonda Martin DVM,let,1
Nathan Nguyen,let,1
Laura Allen,let,1
Christopher Schneider,let,1
Andrea Conley,let,1
Nicole Zavala,lesser,1
Janet Shea,lenting,1
Michael Morton,lack,1
Melinda Mills,lack,1
Natasha Hunter,kiya,1
Timothy Scott,know,1
Tammy Mcneil,know,1
Scott Scott,know,1
Scott Pierce,know,1
Samantha Warner,know,1
Ricky Berger,know,1
Richard Barber,know,1
Nicole Miranda,know,1
Nicole Chavez,know,1
Nathan Wilson,know,1
Mr. Albert Clark DDS,know,1
Morgan Zavala,know,1
Michelle Cunningham,know,1
Michael Torres,know,1
Melanie Anderson,know,1
Lisa Wilson,know,1
Lisa Osborne,know,1
Lance Case,know,1
Thomas White,know,1
Tommy Davies,know,1
Kristin Beasley,know,1
Virginia Caldwell,know,1
Christopher Rice,knowledge,1
Brittany Thornton,knowledge,1
Ashley Lawson,knowledge,1
Anthony Jackson,knowledge,1
Anthony Hancock,knowledge,1
Andrea Hart,knowledge,1
Amy Berry,knowledge,1
Adriana Adams,knowledge,1
Mario Simpson,knowledg,1
William Hall,knowing,1
Tyler Miller,knowing,1
Renee Lucas,knowing,1
Rachel Avila,knowing,1
William Hall,know,1
Wesley Meyer,know,1
Wendy Taylor,know,1
Virginia Mccormick,know,1
Kristine Banks,know,1
Kimberly Carter,know,1
Jamie Knapp,knowledge,1
Bruce Smith,know,1
Brandy Foley,know,1
Brandon Young,know,1
Anthony Shaffer,know,1
Anthony Hancock,know,1
Amy Mendez,know,1
Alisha Goodwin,know,1
Alexa Mcpherson,know,1
Mrs. Sandra Johnson,knock,1
Rhonda Martin DVM,knew,1
Kenneth Ramos,knew,1
Darren Watson,knew,1
Blake Davis,knew,1
Kristine Banks,kn,1
Michelle Moore,km,1
Jose Pruitt,km,1
Alicia Burton,km,1
Christine Lewis,kiye,1
Brittany Nunez,know,1
Carolyn Norman,know,1
Kathy Price,know,1
Christian Armstrong,know,1
Karen Williams,know,1
Karen Vasquez,know,1
Karen Carr,know,1
Joshua Christensen,know,1
Joseph Brown,know,1
John Barrett,know,1
Jessica Williams,know,1
Jessica Daugherty,know,1
Jesse Davis,know,1
Jamie Smith,know,1
James Lopez,know,1
Jacqueline Edwards,know,1
Edward Dalton,know,1
Debra Hanson,know,1
Debra Brown,know,1
Daniel Martin,know,1
Christine Gray,know,1
Jacob Hester,knowledge,1
Janet Turner,knowledge,1
Madison Flores,lack,1
Elizabeth Garcia,krke,1
Michael Olsen,kra,1
Megan Bartlett,kr,1
Elizabeth Garcia,kr,1
Patrick Shelton,koi,1
Megan Bartlett,koi,1
Joe Walls,koi,1
Angela Carlson,koi,1
Brandon Martin,ko,1
Olivia Villa,knw,1
Nathan Nguyen,knw,1
Laura Allen,knows,1
Christine Gray,knows,1
Carolyn Norman,knows,1
Mike Fields,known,1
Christine Castro,known,1
Anita Roberts,knowledgeble,1
Stephanie Neal,knowledgeable,1
Kenneth Henderson,krat,1
Natasha Hunter,krke,1
Matthew Wolf,knowledgeable,1
Elizabeth Garcia,krna,1
Jason Park,lack,1
Charles Williamson,lack,1
Carlos Curtis,lack,1
Alexander Mata,lack,1
Christopher Obrien,labelled,1
Amy Mendez,labeled,1
John Gordon,kyusbu,1
Veronica Howell,kya,1
Travis Gardner,ky,1
Sydney Taylor,kurtas,1
Matthew Callahan,kuj,1
Kristin Beasley,kudos,1
Kevin Walsh,kudos,1
David Weaver,kudos,1
Matthew Callahan,kuch,1
Brandon Martin,kuch,1
Diana Sanchez,krne,1
Miss Patricia Mack DDS,knowledgeable,1
Mark Gonzalez,knowledgeable,1
Jason Park,knowledge,1
Morgan Zavala,knowledge,1
Mike Fields,knowledge,1
Micheal Wagner,knowledge,1
Michael Larson,knowledge,1
Melissa Spence,knowledge,1
Melinda Mills,knowledge,1
Matthew Grimes,knowledge,1
Laura Farmer,knowledge,1
Kenneth Ramos,knowledge,1
Kelsey Massey,knowledge,1
Karen Williams,knowledge,1
Karen Vasquez,knowledge,1
Karen Schultz,knowledge,1
Juan Moore,knowledge,1
Joseph Harris,knowledge,1
Jerry Green,knowledge,1
Jennifer Webster,knowledge,1
Jennifer Day,knowledge,1
Miranda Lewis,knowledge,1
Nathan Wilson,knowledge,1
Mario Terrell,knowledgeable,1
Patricia Holmes,knowledge,1
Kayla Wilson,knowledgeable,1
John Jones,knowledgeable,1
Jeffrey Miller,knowledgeable,1
Donald Jordan,knowledgeable,1
Courtney Richardson,knowledgeable,1
Christina Chavez,knowledgeable,1
Brenda Cox,knowledgeable,1
Brandy Foley,knowledgeable,1
Virginia Mccormick,knowledge,1
Tina Ramirez,knowledge,1
Tina Harrington,knowledge,1
Tammy Thomas,knowledge,1
Sierra Walker DDS,knowledge,1
Sharon Bullock,knowledge,1
Ryan Thompson,knowledge,1
Russell Ramsey,knowledge,1
Rhonda Sullivan,knowledge,1
Tyler Miller,issues,1
Travis Gardner,issues,1
Tracy Weaver,issues,1
Tina Harrington,initiate,1
Nathan Young,initiate,1
Lawrence Phillips,initiate,1
Brian Barrera,initiate,1
Ashley Hamilton,initiate,1
Natalie Gonzales,initially,1
Kenneth Ramos,initially,1
Robert Smith,initial,1
Megan Bartlett,inhance,1
Kenneth Murphy,ing,1
Tammy Garcia,informing,1
Sharon Stephenson,informing,1
Nicole Miranda,informing,1
Judith Wyatt,informing,1
Christopher Schultz,informing,1
Brandon Young,informing,1
Steven Wilson,informed,1
Sharon Bullock,informed,1
Theresa Moore,initiate,1
Charlotte Jacobs,initiated,1
James Abbott,informed,1
Jennifer Jones,initiated,1
Kenneth Ramos,insisting,1
Andrea Rasmussen,insisted,1
Jacob Hester,insignificant,1
Erica Harris,inside,1
David Perez,inside,1
Russell Ramsey,insane,1
Stephanie Stewart,inresponblecustomer,1
Lawrence Phillips,inr,1
Kristin King,inquiry,1
Jacob Hester,inquiry,1
Rebecca Walker,innocent,1
Kenneth Henderson,innocent,1
Patrick Shelton,inko,1
Patrick Shelton,inka,1
Jessica Powell,initiative,1
Darren Watson,initiative,1
Wendy Taylor,initiated,1
Melissa Nelson,informed,1
Brandon Young,informed,1
Kevin Lane,inspection,1
Sheena Williams,information,1
Sarah Watts,information,1
Sarah Taylor,information,1
Sarah Keller,information,1
Sara Rodriguez,information,1
Samantha Harmon,information,1
Ronald Houston,information,1
Rhonda Sullivan,information,1
Renee Lucas,information,1
Rebecca Graham,information,1
Paul Hamilton,information,1
Omar Odonnell,information,1
Nicole Zavala,information,1
Miss Patricia Mack DDS,information,1
Michelle Larson,information,1
Michele Kramer,information,1
Michael Thomas,information,1
Michael Ruiz,information,1
Seth Williamson,information,1
Stacey Clark,information,1
Ryan Bishop III,informative,1
Stephanie Johnson,information,1
Matthew Bennett,informative,1
Debra Brown,informative,1
Brandy Shea,informative,1
Lisa May,informationyou,1
Sara Chavez,informationvery,1
Zachary Collins,information,1
Xavier Little,information,1
Whitney James,information,1
Wesley Meyer,information,1
Wendy Lang,information,1
Travis Gardner,information,1
Thomas Wiggins,information,1
Thomas Martin,information,1
Thomas Hayes,information,1
